1.014567745519559949e+01	6.309958206967435146e+00	8.161858859545631617e+00	8.646738698307849802e+00	7.446256229889558931e+00	6.413988009473767349e+00	7.822477220718774049e+00	6.655351828612549703e+00	6.000422299844082374e+00	7.324550860717420342e+00	5.237472441558806757e+00	4.588242279121338640e+00	5.279913240030739807e+00	5.000000000000000000e+00	5.594114566806082323e+00	3.000000000000000000e+00	3.498273635918700997e+00	3.847467421906423990e+00	1.126612144275349436e+01	5.538528299749355455e+00	1.653485152477669473e-01	3.000000000000000000e+00	3.622331904233831779e+00	1.176595472644398654e+01	8.819184272406721092e+00	6.548472536484808870e+00	4.000000000000000000e+00	1.199636129193164003e+01	6.209339670306640357e+00	3.000000000000000000e+00	5.001322887918348670e+00	4.000000000000000000e+00	5.146035064433985617e+00	6.423025311730150122e+00	7.035277554359931962e+00	4.519988934219277610e+00	7.456458133024627344e+00	5.861350510701767824e+00	5.586063079555280808e+00	6.260590775339604619e+00	6.996705710962180191e+00	7.441810423402161589e+00	1.058916222501772353e+01	7.373122590964138467e+00	8.278229966553332986e+00	5.446166472241655399e+00	7.528714159040694298e+00	9.282005911755957683e+00	8.378170972981791920e+00	6.699373037561564104e+00	7.268371156188885962e+00	8.990816724587769926e+00	7.029787874676848958e+00	7.870127725095420246e+00	5.088594585739048881e+00	5.835980091570411865e+00	7.053129941588592189e+00	6.934692979574252902e+00	6.466651943900371791e+00	8.791070138033035164e+00	8.558498376903902027e+00	6.442887106326535829e+00	7.750113729102537263e+00	7.140283140988046284e+00	7.775190570903168563e+00	1.042291944958205718e+01	5.639030205482338687e+00	9.956915700819477522e+00	5.885936560196684653e+00	7.474545793390359627e+00	1.042254621838416107e+01	1.008306377544060695e+01	1.027967439861991750e+01	9.934675772837460173e+00	1.093718530659216270e+01	5.838986187215644108e+00	1.146860304963079003e+01	8.653539811831112871e+00	1.004181098141249251e+01
1.100000000000000000e+01	5.936323150934510906e+00	9.259140234264354063e+00	8.000000000000000000e+00	7.000000000000000000e+00	1.000000000000000000e+01	6.000000000000000000e+00	6.000000000000000000e+00	5.733189684738185576e+00	4.000000000000000000e+00	6.230626515504074092e+00	5.107536111065428486e+00	3.500154112916789906e+00	6.406210565411287305e+00	5.682375808581532795e+00	4.690734757802943911e+00	3.000000000000000000e+00	3.000000000000000000e+00	1.121547097488580214e+01	4.000000000000000000e+00	3.000000000000000000e+00	5.249040583800203663e+00	4.690416531459141503e+00	1.161718836607134264e+01	8.085898578769022293e+00	7.250857980584195062e+00	4.000000000000000000e+00	1.211877257865207902e+01	3.500154112916789906e+00	5.545993552568759810e+00	4.964077000422143726e+00	3.898616851874487033e+00	5.186163514730776747e+00	5.224176088464709267e+00	6.132015178338614980e+00	4.474532812650942049e+00	6.019119742585608890e+00	6.242802007105933804e+00	6.032404109761815292e+00	7.534416952110890797e+00	3.000000000000000000e+00	4.000000000000000000e+00	9.504131220978296213e+00	5.617254540251511941e+00	9.080797510179284160e+00	4.264805269506313223e+00	5.250465732330740209e+00	6.979619815083293766e+00	6.439647152521662754e+00	5.051807931678787611e+00	4.971125109424926691e+00	8.502896450277573237e+00	8.497334888543857545e+00	8.769092721889762743e+00	3.023730942581760672e+00	6.226674089119047295e+00	5.450017839035584011e+00	5.119835202549621656e+00	4.311094970907234369e+00	6.838244215597403475e+00	5.154329499215458910e+00	4.000000000000000000e+00	2.298768420016387815e+00	7.618468213011531986e+00	5.460239770410694859e+00	1.096391093744729517e+01	5.300095734871728581e+00	1.032736472388145366e+01	3.913942302086972802e+00	4.234380668944402792e+00	1.090293324577322309e+01	1.040045176884196643e+01	9.716918560294622864e+00	9.658780337391148052e+00	1.040448695992062866e+01	7.258235917519345826e+00	1.071800417942803207e+01	9.304325039656536234e+00	8.143467783928208803e+00
1.186170728658590079e+01	6.975425589294457218e+00	7.203636723235081085e+00	8.230424617687571498e+00	8.862947248020919488e+00	6.842144254372894530e+00	6.623947437332908805e+00	6.554628433937819132e+00	5.000000000000000000e+00	5.000000000000000000e+00	5.333243408115199813e+00	3.807354922057599733e+00	4.500154112916789906e+00	4.989229369619827992e+00	5.000000000000000000e+00	4.000000000000000000e+00	4.278903661166012284e+00	3.311386603242245208e+00	1.151872694783016016e+01	6.046733128904918431e+00	1.606648980593214260e+00	4.942949499201461094e+00	2.995207315419316174e+00	1.166070702384928026e+01	7.000000000000000000e+00	6.502657952518257289e+00	5.411333145788212562e+00	1.188384097938098805e+01	4.675946161649164878e+00	5.584249721889069207e+00	3.000000000000000000e+00	4.258508421507038122e+00	7.296036825879520293e+00	7.129493438438942121e+00	5.000000000000000000e+00	4.710946964241465196e+00	4.000000000000000000e+00	4.706024990101448147e+00	6.511513130187699616e+00	6.530099029587448811e+00	3.857255433666166855e+00	4.439328270159293766e+00	1.115146183823733317e+01	6.505453995496216280e+00	8.992236826134490713e+00	3.496306534435816182e+00	8.088041098672970719e+00	1.038374698921330008e+01	9.149230699175788573e+00	6.049303075857999090e+00	6.697802704797595652e+00	9.050655720239898727e+00	7.166314093273163266e+00	9.345834774121152932e+00	5.898541310231113499e+00	7.934742482602868741e+00	7.408178103263514558e+00	7.839510442248352362e+00	6.015479767391220811e+00	8.752376155741496078e+00	9.328867136605973442e+00	7.840676848941697585e+00	6.141421836834902948e+00	9.900741786832883307e+00	7.939745930738434154e+00	9.855740364667441966e+00	5.246027993596268146e+00	9.482652544433568309e+00	5.190920248185864949e+00	8.001194720236362912e+00	1.138705863119491291e+01	9.439697247078743914e+00	1.110172034462113722e+01	9.863955774154419487e+00	1.093557122992697117e+01	8.119136525150132400e+00	1.184129475717396929e+01	9.572584974259246593e+00	9.330063569093061560e+00
1.199900000000000055e+01	1.000000000000000000e+01	7.794754618724421213e+00	1.100000000000000000e+01	6.405992359675839687e+00	5.864839378475133813e+00	4.000000000000000000e+00	7.376184541577235798e+00	4.000000000000000000e+00	4.191424122389687312e+00	5.911346175618291454e+00	2.000000000000000000e+00	3.429721343984931003e+00	5.000000000000000000e+00	6.809665055352245311e+00	4.932610712137559972e+00	4.624199217455561950e+00	2.799256249258522011e+00	1.094453255714256201e+01	5.185458565443416212e+00	5.355512372170346147e+00	7.689364657018541216e+00	4.045803689613130416e+00	1.142794266867911368e+01	8.166266947247260433e+00	7.953889090606250711e+00	7.577381619425301196e+00	1.115662631737315991e+01	6.905347764783449804e+00	6.556399429054827976e+00	5.678164947442148502e+00	4.000000000000000000e+00	2.000000000000000000e+00	6.214203039877423507e+00	8.036120969725832452e+00	6.944302840060238680e+00	8.638124523207132199e+00	7.649457047698968282e+00	4.508466288176924408e+00	7.168506418246468392e+00	5.397681022893150882e+00	7.062182600156580392e+00	1.106019958331216912e+01	5.227850409215459848e+00	7.014115130971393164e+00	2.415037499278839928e+00	5.804882135807003074e+00	7.740499346664313052e+00	6.820906856924533024e+00	2.415037499278839928e+00	3.415037499278839928e+00	9.118086726265508091e+00	2.404981018661236813e+00	7.790434529870185365e+00	3.192645077942399823e+00	5.076375388631680252e+00	3.000000000000000000e+00	4.415037499278840372e+00	3.444260520819479865e+00	6.829765077128664430e+00	7.182517626092858265e+00	4.000000000000000000e+00	4.000000000000000000e+00	3.207535040020060624e+00	5.415037499278840372e+00	1.103010947928061469e+01	9.158939085226009524e+00	1.061627537163900925e+01	2.415037499278839928e+00	8.683824713071365053e+00	7.459045260755085671e+00	8.929546520857144287e+00	9.463209731595446428e+00	9.008789991639579497e+00	1.057550296960914338e+01	7.322644253188886232e+00	1.043107252510558070e+01	9.345251551341721807e+00	8.630532977554628005e+00
1.000000000000000000e+01	5.226424313285145118e+00	4.517778211117326137e+00	9.000000000000000000e+00	7.584962500721159628e+00	3.570198147081995899e+00	7.000000000000000000e+00	8.000000000000000000e+00	5.371035317614792248e+00	4.145022480319457969e+00	6.894040916841861488e+00	6.318397655746117003e+00	4.653471330949147777e+00	6.592618275014432427e+00	7.667411704709349074e+00	5.895794157168451122e+00	4.484902833597178784e+00	3.766058795248908186e+00	1.160956629068663126e+01	5.108539634707331523e+00	5.022550602714399126e+00	6.239667971539921254e+00	3.974836334653684133e+00	1.176309869594481938e+01	9.074887892106726639e+00	7.633261500489794571e+00	6.705455401448287667e+00	1.152991665258123177e+01	7.066841658211569843e+00	7.360150399305801727e+00	6.521638682266065246e+00	4.000000000000000000e+00	5.789843519217058976e+00	6.470063162427798886e+00	7.962980111993070764e+00	6.679381263237132771e+00	7.165386566898305887e+00	6.793139211704383840e+00	7.268512025602424487e+00	7.209343368601480506e+00	7.733232087286021184e+00	7.748370983397224521e+00	9.334524138010721117e+00	6.155679474600816548e+00	1.010055845762003912e+01	5.852196896801823200e+00	8.152906860432040048e+00	1.018089908850969039e+01	8.796946056599280084e+00	5.810199905559535694e+00	6.331999335662429118e+00	9.104882245452833089e+00	8.463238580211676521e+00	8.293882320863930957e+00	4.774069912228920742e+00	7.510171154566881668e+00	6.292473633119344711e+00	8.080381244706048349e+00	7.311304241745220978e+00	8.111632758600663351e+00	8.008177452748167724e+00	6.443046328503710285e+00	5.892550485606294686e+00	6.035567424400810843e+00	8.037066305715688586e+00	1.066722839257426969e+01	6.063720605097998373e+00	9.738801237687377821e+00	5.989553604644346052e+00	8.002326401013730717e+00	1.031366405539282027e+01	1.019313472328465409e+01	1.043382666004218962e+01	9.963580464371737833e+00	1.071920552453923925e+01	6.129406233677830329e+00	1.048983371524070485e+01	8.321917535318680947e+00	8.851476255992375641e+00
1.199900000000000055e+01	6.473459992251653361e+00	6.618707241553751786e+00	9.000000000000000000e+00	7.463062381792298083e+00	6.269491053962715554e+00	6.000000000000000000e+00	6.510961919277380439e+00	5.000000000000000000e+00	5.000000000000000000e+00	5.333243408115199813e+00	4.584962500721159628e+00	4.500154112916789906e+00	5.616337499329715044e+00	5.000000000000000000e+00	4.000000000000000000e+00	4.318190733972593343e+00	3.776733647702323005e+00	1.163728333898069245e+01	6.519769392094775462e+00	2.631008205194677707e+00	4.715044920837176079e+00	3.145994771436221527e+00	1.161586034187950389e+01	7.000000000000000000e+00	6.480534753843417484e+00	5.455462735859838652e+00	1.177668236624570497e+01	4.505495795392604030e+00	5.824064235374461163e+00	3.000000000000000000e+00	4.000000000000000000e+00	6.385237074373177002e+00	6.526002992998487073e+00	5.000000000000000000e+00	5.273595798200339857e+00	4.000000000000000000e+00	4.819422605854422947e+00	6.036277353150288683e+00	6.000437946156507607e+00	4.416135043580737829e+00	4.378687275837783943e+00	1.073131969476205860e+01	6.009975861611174253e+00	9.482983924617643723e+00	3.901784863814194093e+00	7.997809534812657439e+00	1.053901552278974130e+01	9.926099899808090044e+00	6.407993057757920496e+00	6.598015600101328815e+00	9.252851321710677368e+00	8.045466702531600234e+00	9.068373837963468631e+00	4.592145106889336859e+00	8.242961326061843508e+00	7.683686788923000499e+00	8.453061213160360410e+00	6.570391130980931749e+00	8.880696831287380633e+00	8.904353988803730857e+00	7.676156361938706318e+00	6.156658586521942311e+00	9.373518954005085391e+00	7.854027557555779637e+00	1.020154762606866861e+01	5.747169576160489513e+00	9.391159759651827699e+00	5.699417112869534563e+00	8.006206352548122851e+00	1.111020269414790818e+01	9.307080838976094839e+00	1.094223657418761420e+01	9.642961170093988343e+00	1.098180545032080424e+01	7.773356310435977079e+00	1.162244433841135205e+01	9.102540300079041913e+00	8.786859747972730617e+00
1.079181407116180047e+01	7.978783133268993133e+00	8.401815430143411589e+00	8.501439145158869337e+00	7.498250867527829655e+00	7.727090218093922935e+00	6.070389327891399844e+00	6.201633861169650430e+00	5.000000000000000000e+00	5.000000000000000000e+00	4.347160764804698374e+00	3.321928094887360405e+00	4.500154112916789906e+00	5.000000000000000000e+00	5.000000000000000000e+00	3.000000000000000000e+00	4.542004003315066818e+00	3.713603891009436886e+00	1.128579226259569879e+01	6.833635745731730715e+00	4.240655521193925637e-01	3.000000000000000000e+00	3.596611599624134126e+00	1.159073047657983224e+01	7.000000000000000000e+00	6.119847482501961977e+00	4.000000000000000000e+00	1.186896226486694950e+01	4.827282600601354723e+00	3.175919604201400404e+00	3.000000000000000000e+00	4.000000000000000000e+00	6.627404125355274900e+00	6.799539419022464060e+00	5.000000000000000000e+00	4.121554016459064940e+00	4.762889919468811684e+00	4.790775765496715799e+00	5.255423070380648376e+00	6.406923637044073416e+00	4.362704319186212487e+00	4.831880704894334855e+00	1.192541560785399035e+01	7.427082617115405405e+00	7.462146783625814628e+00	4.082159024599629760e+00	7.325955613000002309e+00	1.027791200429526342e+01	9.956840313902247885e+00	7.107104743681865955e+00	6.651820903845228727e+00	9.224550144792058148e+00	5.647514532301888934e+00	9.418112727660131966e+00	5.491190289645341949e+00	8.333693528388977256e+00	7.454413281487245690e+00	7.372218952898110800e+00	5.785075883467469815e+00	8.524669632748768322e+00	9.525151611458921863e+00	7.791509521165560059e+00	7.361247576625947531e+00	9.396738609945291643e+00	7.810666769088369321e+00	1.006289230491824149e+01	5.820757864102638734e+00	9.619597773289765286e+00	4.796097305584043013e+00	8.886375970343324937e+00	1.111304080113053772e+01	9.380892282269241989e+00	1.084585410439597908e+01	9.754000814388611218e+00	1.116230386014368214e+01	7.383754350014145373e+00	1.203790748895112017e+01	9.509831180632538405e+00	9.958279212946724357e+00
1.179311555527429967e+01	7.737175038911741964e+00	8.727421106417642349e+00	9.000000000000000000e+00	7.478564877719371395e+00	7.900662945916437252e+00	6.510961919277380439e+00	6.201633861169650430e+00	5.000000000000000000e+00	5.000000000000000000e+00	4.228506067396382129e+00	3.000000000000000000e+00	4.500154112916789906e+00	5.000000000000000000e+00	5.000000000000000000e+00	3.000000000000000000e+00	4.761277729007378667e+00	3.783244822652530814e+00	1.135399573390665218e+01	6.730256580654210730e+00	1.405795047533505482e+00	3.000000000000000000e+00	3.538951870939881506e+00	1.160912198185591748e+01	7.000000000000000000e+00	5.985542116762547771e+00	4.000000000000000000e+00	1.199008023267068523e+01	4.592423450781453198e+00	3.290577144277257560e+00	3.000000000000000000e+00	3.763424660187161042e+00	6.853957186275385638e+00	6.491348911425530055e+00	5.000000000000000000e+00	4.022859397439916052e+00	4.000000000000000000e+00	4.398957855890262003e+00	5.650145688772759023e+00	6.971909317677978279e+00	3.248227174778000492e+00	4.123547968629532434e+00	1.269969752774529148e+01	7.419052355120554054e+00	7.758490327412085108e+00	3.714521335390415402e+00	7.120513371818158355e+00	1.036917038493533383e+01	1.025192508977941941e+01	7.123871801816420657e+00	6.636102522721854413e+00	8.967694330922245882e+00	6.926120409807728251e+00	9.455108495417988479e+00	5.877037052978476339e+00	8.646254268955104294e+00	7.234088610863063096e+00	7.630319345853704860e+00	5.421745757449338399e+00	8.575633283905153448e+00	9.383543834168559528e+00	7.794232757923444055e+00	7.040635466087742600e+00	9.461368650795193957e+00	7.968828222598236088e+00	1.030947189084757021e+01	5.835063567502032811e+00	9.502160405483694561e+00	4.818898707517039526e+00	8.961088904931798993e+00	1.122424799476691604e+01	9.306737317618658523e+00	1.090402920341359838e+01	9.807700684618257725e+00	1.130165587507953617e+01	8.063913243037081457e+00	1.205291561892479280e+01	9.678786866105411946e+00	9.517269359581757016e+00
1.000000000000000000e+01	7.753561516257160058e+00	8.386641940775398041e+00	8.000000000000000000e+00	7.000000000000000000e+00	8.075775996891296771e+00	5.263034405833789897e+00	6.201633861169650430e+00	5.000000000000000000e+00	5.000000000000000000e+00	4.333243408115199813e+00	3.680223409017450820e+00	4.500154112916789906e+00	5.000000000000000000e+00	5.000000000000000000e+00	3.000000000000000000e+00	4.852168372936366936e+00	4.009922444088500626e+00	1.125525740790824081e+01	7.212781531054908157e+00	8.561798582884820874e-01	3.000000000000000000e+00	3.651262778646536589e+00	1.155887049920414711e+01	7.000000000000000000e+00	6.219192208953378653e+00	4.000000000000000000e+00	1.180645371389305964e+01	4.668618527558916931e+00	3.654890609528315792e+00	3.000000000000000000e+00	4.000000000000000000e+00	6.645476762052259012e+00	6.485040620312711113e+00	5.000000000000000000e+00	4.507337128848455166e+00	4.000000000000000000e+00	5.555276994073390817e+00	4.695780057855435174e+00	6.346405724964684580e+00	3.787009506420831340e+00	4.684042995123615327e+00	1.181308384084504937e+01	7.362514882422210860e+00	7.722589848840757831e+00	3.814374097083948811e+00	7.189588600763765491e+00	1.014848726164473014e+01	9.954085159974752628e+00	6.828363469260108509e+00	6.860093048276334926e+00	9.155407152229404488e+00	5.753025791818913603e+00	9.469598125096782226e+00	4.448083646809212865e+00	9.092803075255419643e+00	7.708691356445025455e+00	7.083916378421376336e+00	5.551281450157373065e+00	8.315752225642489392e+00	9.207174650308665775e+00	7.929775094891530429e+00	7.171788989152714677e+00	9.800710707103188923e+00	7.566013645930317111e+00	1.003400364618681451e+01	5.663533733151787430e+00	9.640965033957002106e+00	4.822502914076276070e+00	8.703495219885210687e+00	1.134444544052558257e+01	9.176278676673463863e+00	1.084847318236648839e+01	9.664720010329185484e+00	1.114991082145545676e+01	7.662484170580945886e+00	1.192804692473098527e+01	9.523735425818447453e+00	9.780967989209450764e+00
9.044394119358450723e+00	7.914901281301996327e+00	7.707674081961256363e+00	8.292781749227849275e+00	6.510961919277380439e+00	7.314422763037907949e+00	7.743764513997376753e+00	5.807354922057609947e+00	5.000000000000000000e+00	5.000000000000000000e+00	4.333243408115199813e+00	4.985427105479094401e+00	4.500154112916789906e+00	5.529901334114098788e+00	5.000000000000000000e+00	3.000000000000000000e+00	4.496163562184298357e+00	4.511860802402952508e+00	1.150387902459711320e+01	7.081495471253819396e+00	2.020852695919180597e+00	3.000000000000000000e+00	4.294423292712975737e+00	1.151853655138155652e+01	7.000000000000000000e+00	5.879790348510133491e+00	4.000000000000000000e+00	1.170306427323570198e+01	4.500154112916789906e+00	3.000000000000000000e+00	3.000000000000000000e+00	4.000000000000000000e+00	5.817368754392693297e+00	5.567293487915582872e+00	5.475327840138482394e+00	4.012372859548968052e+00	4.000000000000000000e+00	4.676720116022525353e+00	5.831563346854956364e+00	5.597808047372675233e+00	4.606260502484516905e+00	5.293576051192463439e+00	1.155986080749055489e+01	6.827600393448927107e+00	7.774564520153309566e+00	4.392356557550890273e+00	7.816806742897706606e+00	9.806558405793252220e+00	1.053919160387082954e+01	6.676231686465246007e+00	7.694597198223492640e+00	9.135479368297303893e+00	6.901455371703017150e+00	8.718113892698475809e+00	5.014931076641214958e+00	9.211319714991205387e+00	7.602850356920148656e+00	7.061448654878117459e+00	5.965713547651065873e+00	8.360662602144111943e+00	9.610620251546855286e+00	8.136483091641421694e+00	7.008777838082027145e+00	9.543194143377405680e+00	7.878242750553934748e+00	1.103477462503599327e+01	7.948271869875060069e+00	9.845063938686916316e+00	5.132540375285559620e+00	8.299022936844286491e+00	1.108673782566242849e+01	9.971413667368056011e+00	1.093108780640632283e+01	9.879692578865808983e+00	1.146104917368792009e+01	6.221755444307772720e+00	1.197525629670038150e+01	8.789950713241619695e+00	9.877803763488824274e+00
