0.68872799	-0.21271986	0.49878314	0.83652705	0.75306636	-0.21266677	0.94272398	-0.45236655	-0.07710111	0.31451708	0.15351999	0.61212338	0.07803668	0.06166293	-0.08011826	0.20631360	0.28674871	0.52062537	0.01828011	-0.11692446	0.07097176	-0.06671107	0.17430285	-0.03121767	0.56682591	0.37312285	0.18885849	0.54093523	0.28939821	-0.07308559	0.25505202	0.48804886	0.00081514	0.58674317	0.31673263	0.33550569	0.03664570	0.20877419	0.59372591	0.53156379	0.17959297	0.69476793	0.61776188	-0.04067569	0.06780754	0.03274521	0.70167895	0.27281525	0.24299623	0.04460160
0.13502203	0.11024161	-0.21911360	-0.00792835	-0.12689456	0.31242765	0.20547853	0.22885758	0.26749021	0.15240695	-0.12460214	-0.13493625	0.43788182	-0.45219158	-0.52622106	0.00379629	0.10436226	0.24982329	0.21662027	0.05626297	0.21555364	-0.05289404	-0.02295558	-0.33735673	0.69850146	-0.16172785	-0.44165340	0.55855813	-0.20626967	-0.17761165	0.19263172	-0.40165021	-0.56742759	-0.20087817	-0.20195143	0.02347783	-0.30416669	-0.13509978	-0.03005408	-0.02939853	-0.23180423	-0.00461655	-0.48394454	-0.05610286	-0.32414035	-0.15242041	-0.25923502	-0.15204121	-0.48716497	-0.60096978
-0.73892900	-0.10991489	-0.58472624	0.18490087	-0.12480371	-0.18222293	0.10692049	-0.28052880	0.06754992	-0.37949780	-0.44069052	-0.34638895	0.52041046	-0.24578585	-0.10167284	-0.02970002	-0.36477629	0.00652691	-0.16957632	-0.35580026	-0.08584918	-0.11787391	-0.28446219	-0.18347706	-0.52663435	-0.20367970	-0.28518193	-0.46442892	-0.43475276	-0.67205031	0.09928961	-0.08112353	0.05381649	-0.15415448	-0.22791285	-0.04641950	0.09046206	-0.23826469	-0.58754710	-0.94871145	-0.27894356	-0.17849175	-0.10923099	-0.03013570	-0.27622383	-0.27396729	-0.22256719	-0.18706276	-0.18041769	-0.15337524
0.24557518	-0.07399092	-0.31721252	-0.23823722	-0.23435477	-0.45512695	-0.32687847	-0.49366212	-0.12309965	-0.38094014	-0.27602489	-0.00463847	-0.52395786	0.34354390	-0.27830786	-0.17367326	-0.07621756	-0.18779129	-0.28202624	-0.27281809	-0.18906660	0.06595302	-0.17055577	-0.09696273	-0.27379779	-0.08462526	-0.24847806	-0.21381659	-0.80459530	-0.01974924	0.10682236	0.04995787	0.28587193	0.17448630	0.06547935	-0.09816572	0.18073057	-0.14503927	0.06267763	-0.11973268	0.35377370	0.28563865	0.23387555	0.08870024	-0.02583937	-0.32253172	0.43358600	0.32360302	0.36087717	0.23696101
0.23951043	0.10604922	0.28336535	0.04775463	0.23580075	0.07780402	0.44245488	-0.21609476	-0.24716648	0.16705623	0.13039690	0.08470623	0.42469838	0.06308938	-0.17006467	0.30568744	0.40038202	0.37869619	0.00806537	0.17113974	0.27411772	-0.08084995	0.12983888	0.08943239	0.65048651	0.58933816	-0.00747347	0.58561826	0.48452061	-0.12633475	0.33594358	0.37200074	0.10211372	0.43780092	0.28965741	0.19411684	0.13257003	0.20236942	0.45452344	0.30685125	0.23778441	0.43955666	-0.00647931	-0.15751810	0.00781866	0.06308964	0.76126755	0.32164422	0.19931604	-0.02375341
-0.86997148	0.39992987	-0.36604202	-0.62445796	-0.16765803	-0.15492574	-0.56127355	0.23248409	0.05930379	-0.47108658	-0.65704002	-0.44463767	-0.15405920	-0.04914994	-0.10788524	0.47465761	0.33608912	0.19840092	-0.08439892	0.15635998	0.13791968	0.07656368	0.36388761	0.17303802	0.64961247	-0.06548507	0.12276767	-0.14285625	-0.34131876	-0.10459094	-0.00114371	0.33337995	0.12531036	-0.00953839	0.13095864	-0.09428259	0.39267790	-0.24910224	0.00532003	0.21635998	0.57565436	0.04056691	-0.24814881	0.10113373	0.46809642	0.17667389	0.23840227	0.33494315	0.35951844	0.45716241
0.57201663	0.34011297	0.02987349	0.57812567	0.19795505	0.14275925	0.91990430	0.03615187	0.48620934	0.39149347	0.13136812	0.50409680	0.13040739	0.06484416	0.11777006	0.26409059	0.80381609	0.33661220	0.27100959	0.18601571	0.36360775	0.46931611	1.38819150	0.15947883	0.88376142	0.42931665	-0.09668174	1.29534310	0.74291240	-0.04195595	0.85932074	0.34714216	-0.07751287	0.60523128	0.28034869	0.35320804	0.41706002	1.07641310	0.26695072	0.05922632	0.05225756	0.60790094	0.14450111	-0.16580473	-0.00804532	0.23593520	0.43267698	0.13704069	0.30728990	-0.39700769
-0.26884016	0.05573906	-0.39509017	-0.02830046	-0.02921038	0.09781317	0.02346648	0.07080709	0.58312775	-0.02242747	-0.66366925	-0.16827415	0.41531926	-0.06433069	-0.04916813	0.25988381	0.68835647	0.39469522	0.05534035	0.08499642	0.19021139	-0.00674591	0.18515545	0.04362652	0.69795962	0.52725740	0.09837585	0.76264205	-0.66382849	-0.04646702	0.35671789	0.22163798	0.16894221	0.55326775	0.41564284	0.26454288	0.21985740	0.35074429	0.59568015	0.32666690	0.16746992	0.72863278	0.31419285	-0.14525466	0.00731303	0.06528623	0.78846032	0.22287789	0.26280097	-0.13059945
0.63491165	0.23341111	0.41819101	0.64064459	0.58992270	0.19633342	1.15942680	0.05386801	0.45714273	0.55619086	0.50118474	0.83451257	0.47341767	-0.01571785	-0.01334658	0.31905469	0.69702751	0.68343495	0.19998742	0.05836847	0.23852972	-0.07336142	0.33888569	0.33844988	0.80751286	0.55042042	0.18680702	0.62002070	0.04675009	0.07307322	0.54341774	0.38350042	0.08186427	0.63150549	0.50448174	0.42002137	0.30563869	0.35820171	0.72483024	0.21394151	0.25566776	0.90646987	0.63647236	0.00961735	0.15808186	-0.20630635	0.75381657	0.35883420	0.36325039	-0.09039789
-0.62386010	-0.43877144	-0.38875940	-0.14153256	-0.51090502	-0.16777519	0.06405054	-0.57318254	-0.47984386	-0.37306819	-0.21610461	-0.13062363	-1.32408960	-0.55606576	-0.90805718	-0.42759953	-0.56621562	-0.21105630	-0.17396533	-0.31154561	-0.27930510	-0.17918290	0.26939833	-0.89675843	-0.54031332	-0.94939675	-0.61713232	-0.31165013	-0.42519555	-0.32545272	-0.41592869	-0.71806904	-0.35568239	-0.57075257	-0.48817209	-0.60103399	-1.01081820	-1.07894700	-1.25424810	-1.14309650	-1.45306740	-0.52184936	-0.76691197	-0.03268904	-0.18364795	-0.11665642	-0.48191260	-0.20903992	0.41227923	0.04508351
